id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
1,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,25,911475955,250,CMAES,p,0.4589339833903789,0.39345264418903153,-0.6612045368376509,0.3892552928409795,0.4193327198979765,0.08555543996756916,0.12612985816092204,67.83123458238869,546.6747915744781
2,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,50,911475955,250,CMAES,p,0.4148808910865739,0.40850963777515464,-0.6523323546243878,0.41396109270964276,0.41491236788240254,0.008392867228576361,0.018174168263084534,46.180199869855926,585.8585247993469
3,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,75,911475955,250,CMAES,p,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,0.0018595562554073943,0.004040300247899568,46.02519964634119,616.9867043495178
4,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,100,911475955,250,CMAES,p,0.41395549897801687,0.41354639590010117,-0.6561887136190737,0.41470899985209037,0.4139726737313222,0.0006136594217953377,0.0013303233875396954,46.12859005134394,644.1550879478455
5,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,125,911475955,250,CMAES,p,0.4137941125668769,0.4139804764933516,-0.6567963574959673,0.41474155388362083,0.4142780587831986,0.00025645955334676723,0.0005549036080590062,46.21695545354903,679.5301969051361
6,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,150,911475955,250,CMAES,p,0.4141019835911571,0.4142534762786389,-0.6571409160006121,0.4143954698535047,0.4143889332982875,0.00012504126904096905,0.00027024449641202216,46.26968197358873,710.0768396854401
7,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,175,911475955,250,CMAES,p,0.4144574309118035,0.41448319812050277,-0.6573544681010856,0.41481060267342135,0.41360266399309076,6.796150359200308e-05,0.0001467343561018105,46.31601309842428,745.0591108798981
8,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,200,911475955,250,CMAES,p,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,4.000263278629735e-05,8.634223628434063e-05,46.330318170774994,772.9629225730896
9,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,225,911475955,250,CMAES,p,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,2.5049653824123728e-05,5.4044206921559104e-05,46.350303299817725,797.9768197536469
10,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,250,911475955,250,CMAES,p,0.414208787673446,0.4142892520060675,-0.6576609547210719,0.4146170434134399,0.4145457326571382,1.6472228684843547e-05,3.5524739561045075e-05,46.368330601095515,832.8975155353546
