exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11
12,7,11,2,125,10,0.41434658273795033,0.41370819877456294,-0.6567966072550732,0.4144488609271811,0.41429080871141855,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.4005212548418273,-0.46142293211745966,-0.4749971248336484,0.36918281797897023,0.6189434735175174,-0.37953786096059017
12,14,11,2,125,10,0.4134466978122656,0.41417733309301,-0.6567978718700569,0.41511970908879053,0.4140519759518802,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.8466208752533799,-0.5436543013120743,0.2944010601350422,0.7046155799576588,0.4674279724541297,-0.44486313753289397
12,21,11,2,125,10,0.41430533724523194,0.4145059035778205,-0.6567967655884409,0.41353027774998047,0.414453091120651,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,-0.7134576283857461,0.26007342919584,0.22850737572841484,0.35875441639803407,0.9879791164689029,0.1433328251967525
